y/H,N,U/Uc,V/Uc,W/Uc
7.41E-01,5843,5.70E-04,1.53E-05,-7.19E-05
7.53E-01,5933,5.52E-04,2.65E-05,-1.31E-04
7.65E-01,5882,5.01E-04,3.81E-05,-8.18E-05
7.77E-01,5909,5.17E-04,-1.47E-06,-7.69E-05
7.90E-01,5913,4.76E-04,6.46E-05,-6.87E-05
8.02E-01,5893,4.27E-04,4.55E-05,-1.07E-04
8.14E-01,6103,3.35E-04,1.20E-05,-8.63E-05
8.26E-01,5780,4.26E-04,9.18E-06,-7.09E-05
8.38E-01,5806,3.51E-04,-1.89E-05,-1.13E-04
8.51E-01,5573,2.32E-04,-7.84E-05,-1.13E-04
8.63E-01,5710,2.85E-04,2.57E-05,-6.29E-05
8.75E-01,5818,2.55E-04,4.08E-06,-9.61E-05
8.87E-01,5905,2.00E-04,2.23E-05,-1.17E-04
9.00E-01,5830,1.70E-04,-6.73E-06,-3.89E-05
9.12E-01,5976,1.95E-04,1.06E-04,-8.71E-05
9.24E-01,5787,1.19E-04,2.42E-07,-1.10E-04
9.36E-01,5937,1.65E-04,-7.74E-06,-8.90E-05
9.49E-01,6075,1.10E-04,3.31E-05,-9.12E-05
9.61E-01,5915,6.05E-05,1.83E-05,-1.23E-04
9.73E-01,5981,3.62E-05,-2.02E-05,-1.27E-04
9.85E-01,5911,-4.13E-05,-1.79E-05,-6.25E-05
9.98E-01,5809,-1.23E-04,1.22E-05,-9.69E-05
1.01E+00,6001,-1.18E-04,1.76E-05,-4.60E-05
1.02E+00,6328,-1.36E-04,1.94E-05,-9.61E-05
1.03E+00,5895,-1.66E-04,7.36E-05,-5.92E-05
1.05E+00,5945,-1.97E-04,4.22E-05,-6.88E-05
1.06E+00,5937,-2.06E-04,7.92E-06,-9.08E-05
1.07E+00,6066,-3.02E-04,-5.66E-06,-7.85E-05
1.08E+00,6192,-3.33E-04,-1.34E-05,-1.15E-04
1.10E+00,6109,-3.45E-04,6.34E-05,-8.79E-05
1.11E+00,6030,-4.32E-04,-2.42E-05,-1.16E-04
1.12E+00,6058,-3.99E-04,4.64E-06,-1.18E-04
1.13E+00,6215,-4.60E-04,5.48E-05,-4.80E-05
1.14E+00,6270,-5.07E-04,2.18E-05,-7.75E-05
1.16E+00,6175,-4.96E-04,3.47E-06,-4.80E-05
1.17E+00,6140,-4.99E-04,-3.29E-05,-4.58E-05
1.18E+00,6033,-6.07E-04,2.05E-05,-1.12E-04
1.19E+00,6155,-6.00E-04,-6.16E-06,-5.59E-05
1.21E+00,6408,-6.99E-04,2.30E-05,-3.01E-05
1.22E+00,6422,-6.42E-04,-1.56E-05,-6.41E-05
1.23E+00,6427,-7.68E-04,-2.71E-05,-1.60E-05
1.24E+00,6318,-7.23E-04,-4.11E-05,-7.80E-05
1.25E+00,6158,-7.69E-04,4.63E-05,-8.16E-05
1.27E+00,6102,-8.55E-04,1.19E-05,-1.07E-04
1.28E+00,6457,-8.40E-04,-8.01E-05,-1.16E-04
1.29E+00,6466,-8.72E-04,-4.12E-05,-7.19E-05
1.30E+00,6381,-8.82E-04,-6.58E-05,-9.05E-05
1.32E+00,6631,-1.01E-03,-9.54E-06,-9.83E-05
1.33E+00,6552,-1.06E-03,-2.20E-05,-4.28E-05
1.34E+00,6708,-1.03E-03,1.00E-05,-6.49E-05
1.35E+00,6748,-1.06E-03,9.57E-06,-9.55E-05
1.36E+00,6526,-1.15E-03,3.10E-05,-4.91E-05
1.38E+00,6624,-1.15E-03,2.25E-06,-7.92E-05
1.39E+00,6951,-1.08E-03,5.13E-05,-6.77E-06
1.40E+00,7019,-1.23E-03,4.52E-05,-2.11E-05
1.41E+00,7107,-1.19E-03,3.63E-05,-6.22E-05
1.43E+00,6976,-1.21E-03,-2.49E-06,-1.09E-04
1.44E+00,7102,-1.21E-03,4.83E-05,-2.50E-05
1.45E+00,7044,-1.30E-03,6.91E-05,1.88E-05
1.46E+00,6795,-1.33E-03,3.34E-05,-3.36E-05
1.48E+00,6968,-1.41E-03,-4.34E-05,-1.04E-04
1.49E+00,6980,-1.48E-03,-4.85E-05,-9.73E-05
1.50E+00,7100,-1.46E-03,1.45E-05,-5.45E-05
1.51E+00,7175,-1.48E-03,-2.87E-05,-8.95E-05
1.52E+00,7071,-1.46E-03,-5.80E-05,-5.89E-05
1.54E+00,7193,-1.48E-03,-6.31E-06,-8.18E-05
1.55E+00,7081,-1.54E-03,8.59E-05,-9.88E-05
1.56E+00,7260,-1.51E-03,1.04E-07,-1.44E-04
1.57E+00,7065,-1.71E-03,-1.34E-04,-1.06E-04
1.59E+00,7261,-1.77E-03,-1.44E-05,-9.28E-05
1.60E+00,7471,-1.60E-03,4.80E-05,-6.84E-05
1.61E+00,7160,-1.74E-03,9.52E-06,-4.75E-06
1.62E+00,7178,-1.81E-03,4.90E-05,2.24E-05
1.63E+00,7682,-1.78E-03,-3.51E-05,2.12E-05
1.65E+00,7695,-1.79E-03,-1.39E-05,-8.58E-05
1.66E+00,7713,-1.79E-03,1.14E-04,-1.36E-05
1.67E+00,7777,-1.89E-03,1.08E-04,-2.92E-05
1.68E+00,7627,-1.87E-03,-1.48E-05,-2.40E-05
1.70E+00,7694,-1.92E-03,2.53E-05,-3.99E-05
1.71E+00,7929,-1.85E-03,1.50E-05,-5.40E-05
1.72E+00,7782,-1.91E-03,-1.91E-04,-6.31E-05
1.73E+00,7660,-1.95E-03,-1.24E-04,9.36E-06
1.74E+00,7615,-2.03E-03,-6.61E-05,-2.24E-05
1.76E+00,7695,-1.95E-03,-9.88E-05,-8.45E-06
1.77E+00,7641,-1.93E-03,1.55E-05,5.37E-05
1.78E+00,7622,-1.96E-03,1.12E-04,-4.29E-05
1.79E+00,7702,-1.88E-03,-6.54E-05,-4.61E-05
1.81E+00,7754,-2.07E-03,-4.85E-05,-6.20E-05
1.82E+00,7844,-1.94E-03,2.01E-05,-3.58E-05
1.83E+00,8021,-2.09E-03,2.99E-05,-6.09E-05
1.84E+00,7728,-2.03E-03,2.40E-04,-3.58E-06
1.85E+00,7903,-2.12E-03,-5.82E-05,-7.89E-05
1.87E+00,7836,-2.01E-03,-3.72E-05,-6.69E-05
1.88E+00,7646,-2.10E-03,3.07E-04,-1.25E-05
1.89E+00,8020,-1.91E-03,-3.34E-05,-6.68E-05
1.90E+00,7748,-1.80E-03,-1.59E-05,1.12E-05
1.92E+00,7979,-1.61E-03,-1.53E-04,-5.67E-05
1.93E+00,7888,-1.39E-03,-1.40E-04,-4.58E-05
1.94E+00,7801,-1.07E-03,-2.45E-04,1.28E-05
1.95E+00,8049,-5.02E-04,2.05E-04,-3.17E-05
1.96E+00,5155,-1.34E-04,1.64E-06,-1.45E-05
1.97E+00,105,2.52E-04,1.43E-03,-8.09E-06

MEANP.DAT,,,,
y/H,N,U+,V+,W+
9.60E-03,378,3.92E+00,4.32E-02,-1.54E-01
1.92E-02,3732,4.37E+00,1.72E-02,-1.71E-01
3.07E-02,4885,6.91E+00,1.40E-02,-2.24E-01
4.28E-02,4912,9.04E+00,1.54E-02,-2.53E-01
5.52E-02,5227,1.05E+01,2.32E-02,-2.61E-01
6.74E-02,5419,1.16E+01,1.74E-02,-2.90E-01
7.96E-02,5347,1.24E+01,1.80E-02,-2.81E-01
9.18E-02,5005,1.30E+01,3.46E-02,-3.16E-01
1.04E-01,5099,1.34E+01,1.25E-02,-2.73E-01
1.16E-01,5352,1.38E+01,2.03E-02,-2.78E-01
1.29E-01,5298,1.41E+01,-9.60E-03,-2.89E-01
1.41E-01,5145,1.43E+01,1.05E-02,-2.97E-01
1.53E-01,5050,1.45E+01,-7.32E-03,-2.96E-01
1.65E-01,5105,1.46E+01,1.71E-02,-3.24E-01
1.78E-01,5119,1.49E+01,8.30E-03,-3.28E-01
1.90E-01,5125,1.50E+01,2.79E-02,-2.73E-01
2.02E-01,5255,1.51E+01,2.72E-02,-2.80E-01
2.14E-01,5101,1.53E+01,1.08E-02,-3.20E-01
2.26E-01,5139,1.54E+01,3.99E-02,-2.81E-01
2.39E-01,5166,1.55E+01,4.13E-03,-3.07E-01
2.51E-01,5227,1.57E+01,3.02E-02,-2.76E-01
2.63E-01,5397,1.58E+01,1.82E-02,-3.00E-01
2.75E-01,5327,1.59E+01,1.20E-02,-2.80E-01
2.88E-01,5426,1.59E+01,4.89E-02,-2.39E-01
3.00E-01,5425,1.61E+01,3.57E-02,-2.56E-01
3.12E-01,5604,1.62E+01,5.49E-02,-2.55E-01
3.24E-01,5460,1.63E+01,3.31E-02,-2.79E-01
3.37E-01,5577,1.64E+01,2.34E-02,-2.57E-01
3.49E-01,5669,1.65E+01,1.53E-02,-2.77E-01
3.61E-01,5484,1.65E+01,3.24E-02,-2.71E-01
3.73E-01,5456,1.67E+01,4.57E-03,-2.85E-01
3.85E-01,5759,1.67E+01,5.32E-03,-2.51E-01
3.98E-01,5522,1.68E+01,-1.25E-02,-2.83E-01
4.10E-01,5643,1.69E+01,-5.85E-03,-2.42E-01
4.22E-01,5666,1.70E+01,2.07E-03,-2.32E-01
4.34E-01,5499,1.70E+01,-3.09E-02,-1.96E-01
4.47E-01,5687,1.71E+01,1.73E-03,-2.38E-01
4.59E-01,5324,1.71E+01,8.86E-03,-1.97E-01
4.71E-01,5447,1.73E+01,-8.86E-03,-2.70E-01
4.83E-01,5459,1.74E+01,-4.99E-03,-2.66E-01
4.96E-01,5481,1.74E+01,2.54E-02,-1.97E-01
5.08E-01,5537,1.74E+01,-3.70E-03,-2.41E-01
5.20E-01,5395,1.76E+01,-1.10E-03,-2.29E-01
5.33E-01,5340,1.76E+01,-4.25E-03,-2.35E-01
5.45E-01,5403,1.76E+01,-3.58E-03,-2.66E-01
5.57E-01,5537,1.77E+01,1.29E-02,-2.72E-01
5.69E-01,5692,1.78E+01,1.88E-02,-2.58E-01
5.81E-01,5575,1.78E+01,1.95E-02,-3.02E-01
5.94E-01,5732,1.79E+01,1.15E-03,-3.28E-01
6.06E-01,5840,1.79E+01,-4.76E-03,-2.99E-01
6.18E-01,5696,1.80E+01,-1.09E-02,-2.59E-01
6.30E-01,5628,1.81E+01,-3.43E-03,-2.63E-01
6.43E-01,5740,1.81E+01,-1.44E-02,-2.61E-01
6.55E-01,5688,1.82E+01,-8.34E-03,-2.82E-01
6.67E-01,5380,1.82E+01,3.07E-03,-2.72E-01
6.79E-01,5472,1.83E+01,-1.69E-03,-2.80E-01
6.92E-01,5827,1.83E+01,-5.41E-03,-2.89E-01
7.04E-01,5839,1.83E+01,6.28E-03,-2.86E-01
7.16E-01,5808,1.84E+01,2.48E-03,-2.83E-01
7.28E-01,5905,1.84E+01,-5.03E-03,-2.68E-01
7.41E-01,5843,1.85E+01,1.95E-02,-2.85E-01
7.53E-01,5933,1.85E+01,1.24E-02,-3.13E-01
7.65E-01,5882,1.86E+01,6.80E-03,-3.02E-01
7.77E-01,5909,1.86E+01,1.51E-02,-3.31E-01
7.90E-01,5913,1.86E+01,9.20E-03,-2.81E-01
8.02E-01,5893,1.87E+01,1.60E-02,-2.81E-01
8.14E-01,6103,1.87E+01,1.24E-02,-3.11E-01
8.26E-01,5780,1.87E+01,1.01E-03,-3.18E-01
8.38E-01,5806,1.88E+01,3.70E-03,-3.15E-01
8.51E-01,5573,1.88E+01,6.34E-03,-3.14E-01
8.63E-01,5710,1.88E+01,1.53E-02,-3.15E-01
8.75E-01,5818,1.88E+01,-2.92E-03,-3.21E-01
8.87E-01,5905,1.89E+01,2.22E-02,-2.87E-01
9.00E-01,5830,1.89E+01,-7.70E-03,-3.07E-01
9.12E-01,5976,1.89E+01,6.20E-03,-2.93E-01
9.24E-01,5787,1.89E+01,1.51E-02,-3.12E-01
9.36E-01,5937,1.89E+01,1.05E-02,-3.07E-01
9.49E-01,6075,1.89E+01,-1.33E-02,-3.22E-01
9.61E-01,5915,1.89E+01,-1.32E-02,-3.03E-01
9.73E-01,5981,1.89E+01,2.73E-02,-2.77E-01
9.85E-01,5911,1.89E+01,-3.77E-03,-3.08E-01
9.98E-01,5809,1.89E+01,3.02E-03,-2.98E-01
1.01E+00,6001,1.89E+01,-2.14E-02,-3.42E-01
1.02E+00,6328,1.90E+01,-1.00E-02,-3.25E-01
1.03E+00,5895,1.89E+01,-3.05E-03,-2.95E-01
1.05E+00,5945,1.89E+01,-2.88E-03,-3.24E-01
1.06E+00,5937,1.89E+01,-7.19E-03,-3.25E-01
1.07E+00,6066,1.89E+01,-1.53E-03,-3.07E-01
1.08E+00,6192,1.89E+01,-2.58E-02,-3.03E-01
1.10E+00,6109,1.88E+01,-7.31E-03,-3.00E-01
1.11E+00,6030,1.88E+01,-7.96E-03,-3.02E-01
1.12E+00,6058,1.88E+01,-5.75E-04,-3.09E-01
1.13E+00,6215,1.88E+01,-1.02E-02,-3.09E-01
1.14E+00,6270,1.87E+01,-1.55E-02,-2.90E-01
1.16E+00,6175,1.88E+01,1.81E-02,-2.99E-01
1.17E+00,6140,1.87E+01,-1.61E-02,-3.06E-01
1.18E+00,6033,1.87E+01,-1.60E-02,-3.15E-01
1.19E+00,6155,1.86E+01,-2.17E-02,-3.33E-01
1.21E+00,6408,1.86E+01,-1.96E-02,-3.30E-01
1.22E+00,6422,1.85E+01,1.37E-02,-3.31E-01
1.23E+00,6427,1.85E+01,-1.69E-02,-3.28E-01
1.24E+00,6318,1.85E+01,-6.23E-03,-3.29E-01
1.25E+00,6158,1.84E+01,2.30E-03,-3.11E-01
1.27E+00,6102,1.84E+01,-2.10E-02,-3.09E-01
1.28E+00,6457,1.83E+01,-2.81E-02,-3.13E-01
1.29E+00,6466,1.83E+01,-1.11E-02,-3.10E-01
1.30E+00,6381,1.82E+01,-1.93E-02,-3.03E-01
1.32E+00,6631,1.82E+01,-1.74E-02,-3.09E-01
1.33E+00,6552,1.81E+01,-3.06E-02,-3.11E-01
1.34E+00,6708,1.81E+01,-2.02E-02,-3.23E-01
1.35E+00,6748,1.80E+01,-2.34E-02,-2.94E-01
1.36E+00,6526,1.79E+01,-2.67E-02,-3.14E-01
1.38E+00,6624,1.79E+01,-1.83E-02,-2.98E-01
1.39E+00,6951,1.79E+01,-1.74E-02,-3.09E-01
1.40E+00,7019,1.78E+01,-1.63E-02,-3.34E-01
1.41E+00,7107,1.78E+01,-1.52E-02,-3.24E-01
1.43E+00,6976,1.77E+01,-1.95E-02,-3.33E-01
1.44E+00,7102,1.76E+01,-2.13E-02,-2.56E-01
1.45E+00,7044,1.76E+01,-1.39E-02,-3.18E-01
1.46E+00,6795,1.75E+01,-2.18E-02,-3.20E-01
1.48E+00,6968,1.74E+01,-3.63E-02,-3.21E-01
1.49E+00,6980,1.74E+01,-2.15E-02,-3.37E-01
1.50E+00,7100,1.73E+01,-8.87E-03,-2.86E-01
1.51E+00,7175,1.72E+01,3.32E-03,-3.20E-01
1.52E+00,7071,1.71E+01,-8.48E-03,-3.08E-01
1.54E+00,7193,1.71E+01,-2.92E-02,-3.37E-01
1.55E+00,7081,1.69E+01,-2.96E-02,-3.11E-01
1.56E+00,7260,1.69E+01,-7.59E-03,-3.77E-01
1.57E+00,7065,1.69E+01,-1.12E-02,-3.71E-01
1.59E+00,7261,1.67E+01,-2.28E-02,-3.13E-01
1.60E+00,7471,1.67E+01,-1.46E-02,-3.31E-01
1.61E+00,7160,1.66E+01,-4.07E-02,-2.95E-01
1.62E+00,7178,1.64E+01,-3.37E-02,-3.16E-01
1.63E+00,7682,1.63E+01,-3.88E-02,-3.85E-01
1.65E+00,7695,1.63E+01,-2.09E-02,-3.59E-01
1.66E+00,7713,1.62E+01,-2.33E-02,-3.52E-01
1.67E+00,7777,1.61E+01,7.44E-03,-3.22E-01
1.68E+00,7627,1.60E+01,-7.52E-03,-3.51E-01
1.70E+00,7694,1.59E+01,-9.16E-03,-3.47E-01
1.71E+00,7929,1.57E+01,-5.22E-03,-3.64E-01
1.72E+00,7782,1.57E+01,4.55E-03,-3.26E-01
1.73E+00,7660,1.55E+01,-5.06E-03,-3.31E-01
1.74E+00,7615,1.54E+01,-2.79E-02,-2.90E-01
1.76E+00,7695,1.53E+01,2.62E-03,-3.20E-01
1.77E+00,7641,1.51E+01,-2.67E-02,-3.20E-01
1.78E+00,7622,1.50E+01,-2.81E-02,-3.40E-01
1.79E+00,7702,1.49E+01,-1.57E-02,-3.16E-01
1.81E+00,7754,1.47E+01,-9.85E-03,-3.49E-01
1.82E+00,7844,1.45E+01,-2.16E-02,-3.19E-01
1.83E+00,8021,1.43E+01,-2.76E-02,-3.54E-01
1.84E+00,7728,1.42E+01,-9.53E-03,-3.79E-01
1.85E+00,7903,1.39E+01,-2.63E-02,-3.17E-01
1.87E+00,7836,1.35E+01,-2.62E-02,-2.76E-01
1.88E+00,7646,1.32E+01,-2.41E-02,-3.27E-01
1.89E+00,8020,1.27E+01,-2.35E-02,-2.90E-01
1.90E+00,7748,1.21E+01,-2.59E-02,-3.14E-01
1.92E+00,7979,1.14E+01,-1.89E-02,-2.94E-01
1.93E+00,7888,1.02E+01,-1.66E-02,-2.39E-01
1.94E+00,7801,8.49E+00,-1.70E-02,-2.26E-01
1.95E+00,8049,6.06E+00,-1.41E-02,-2.04E-01
1.96E+00,5155,3.96E+00,-6.40E-03,-1.41E-01
1.97E+00,105,4.10E+00,-2.83E-02,-2.66E-01

RMSP.DAT,,,,
y/H,N,u_rms+,v_rms+,w_rms+
9.60E-03,378,4.72E+00,3.88E-01,5.82E-01
1.92E-02,3732,1.70E+00,2.69E-01,6.63E-01
3.07E-02,4885,2.31E+00,3.31E-01,8.66E-01
4.28E-02,4912,2.57E+00,4.33E-01,1.01E+00
5.52E-02,5227,2.77E+00,5.09E-01,1.06E+00
6.74E-02,5419,2.64E+00,6.11E-01,1.16E+00
7.96E-02,5347,2.50E+00,6.78E-01,1.18E+00
9.18E-02,5005,2.39E+00,7.56E-01,1.21E+00
1.04E-01,5099,2.30E+00,8.07E-01,1.20E+00
1.16E-01,5352,2.19E+00,8.31E-01,1.23E+00
1.29E-01,5298,2.05E+00,8.64E-01,1.26E+00
1.41E-01,5145,2.01E+00,8.98E-01,1.25E+00
1.53E-01,5050,1.98E+00,9.18E-01,1.22E+00
1.65E-01,5105,1.93E+00,9.45E-01,1.24E+00
1.78E-01,5119,1.84E+00,9.44E-01,1.24E+00
1.90E-01,5125,1.82E+00,9.75E-01,1.20E+00
2.02E-01,5255,1.78E+00,9.60E-01,1.18E+00
2.14E-01,5101,1.76E+00,9.65E-01,1.18E+00
2.26E-01,5139,1.76E+00,9.82E-01,1.16E+00
2.39E-01,5166,1.67E+00,9.60E-01,1.16E+00
2.51E-01,5227,1.68E+00,9.67E-01,1.19E+00
2.63E-01,5397,1.65E+00,9.51E-01,1.16E+00
2.75E-01,5327,1.65E+00,9.55E-01,1.15E+00
2.88E-01,5426,1.61E+00,9.45E-01,1.13E+00
3.00E-01,5425,1.55E+00,9.54E-01,1.13E+00
3.12E-01,5604,1.56E+00,9.76E-01,1.12E+00
3.24E-01,5460,1.52E+00,9.59E-01,1.12E+00
3.37E-01,5577,1.52E+00,9.38E-01,1.08E+00
3.49E-01,5669,1.52E+00,9.20E-01,1.08E+00
3.61E-01,5484,1.47E+00,9.46E-01,1.08E+00
3.73E-01,5456,1.42E+00,9.27E-01,1.08E+00
3.85E-01,5759,1.42E+00,9.09E-01,1.04E+00
3.98E-01,5522,1.42E+00,9.15E-01,1.06E+00
4.10E-01,5643,1.42E+00,9.22E-01,1.04E+00
4.22E-01,5666,1.42E+00,9.33E-01,9.97E-01
4.34E-01,5499,1.39E+00,9.06E-01,9.87E-01
4.47E-01,5687,1.39E+00,8.98E-01,9.96E-01
4.59E-01,5324,1.35E+00,9.20E-01,9.85E-01
4.71E-01,5447,1.30E+00,8.99E-01,9.84E-01
4.83E-01,5459,1.32E+00,8.74E-01,9.82E-01
4.96E-01,5481,1.31E+00,8.68E-01,9.89E-01
5.08E-01,5537,1.27E+00,8.73E-01,9.29E-01
5.20E-01,5395,1.27E+00,8.75E-01,9.30E-01
5.33E-01,5340,1.26E+00,8.73E-01,9.24E-01
5.45E-01,5403,1.27E+00,8.65E-01,9.23E-01
5.57E-01,5537,1.25E+00,8.39E-01,9.20E-01
5.69E-01,5692,1.23E+00,8.22E-01,9.24E-01
5.81E-01,5575,1.21E+00,8.24E-01,8.99E-01
5.94E-01,5732,1.20E+00,8.20E-01,9.13E-01
6.06E-01,5840,1.18E+00,8.18E-01,9.09E-01
6.18E-01,5696,1.15E+00,8.02E-01,8.86E-01
6.30E-01,5628,1.13E+00,8.14E-01,8.64E-01
6.43E-01,5740,1.13E+00,8.03E-01,8.59E-01
6.55E-01,5688,1.12E+00,7.91E-01,8.47E-01
6.67E-01,5380,1.12E+00,7.99E-01,8.53E-01
6.79E-01,5472,1.11E+00,7.83E-01,8.25E-01
6.92E-01,5827,1.13E+00,7.87E-01,8.19E-01
7.04E-01,5839,1.08E+00,7.73E-01,7.94E-01
7.16E-01,5808,1.07E+00,7.52E-01,7.92E-01
7.28E-01,5905,1.04E+00,7.57E-01,7.74E-01
7.41E-01,5843,1.04E+00,7.71E-01,7.91E-01
7.53E-01,5933,1.02E+00,7.68E-01,7.65E-01
7.65E-01,5882,9.91E-01,7.61E-01,7.50E-01
7.77E-01,5909,9.87E-01,7.59E-01,7.55E-01
7.90E-01,5913,9.67E-01,7.38E-01,7.35E-01
8.02E-01,5893,9.60E-01,7.42E-01,7.35E-01
8.14E-01,6103,9.21E-01,7.22E-01,7.21E-01
8.26E-01,5780,9.58E-01,7.37E-01,7.16E-01
8.38E-01,5806,9.20E-01,7.26E-01,6.96E-01
8.51E-01,5573,9.35E-01,7.44E-01,7.21E-01
8.63E-01,5710,9.17E-01,7.27E-01,7.10E-01
8.75E-01,5818,9.01E-01,7.07E-01,7.04E-01
8.87E-01,5905,8.83E-01,7.45E-01,6.88E-01
9.00E-01,5830,8.78E-01,7.27E-01,6.67E-01
9.12E-01,5976,8.51E-01,7.25E-01,6.83E-01
9.24E-01,5787,8.71E-01,7.36E-01,6.90E-01
9.36E-01,5937,8.49E-01,7.28E-01,6.88E-01
9.49E-01,6075,8.50E-01,7.09E-01,6.80E-01
9.61E-01,5915,8.57E-01,7.08E-01,6.79E-01
9.73E-01,5981,8.40E-01,7.13E-01,6.77E-01
9.85E-01,5911,8.39E-01,7.08E-01,6.73E-01
9.98E-01,5809,8.48E-01,7.27E-01,6.79E-01
1.01E+00,6001,8.41E-01,7.17E-01,6.67E-01
1.02E+00,6328,8.24E-01,6.98E-01,6.89E-01
1.03E+00,5895,8.46E-01,7.16E-01,6.67E-01
1.05E+00,5945,8.47E-01,7.26E-01,6.71E-01
1.06E+00,5937,8.51E-01,7.00E-01,6.70E-01
1.07E+00,6066,8.77E-01,7.18E-01,6.82E-01
1.08E+00,6192,8.62E-01,7.21E-01,6.91E-01
1.10E+00,6109,8.69E-01,7.12E-01,7.03E-01
1.11E+00,6030,8.79E-01,7.50E-01,6.92E-01
1.12E+00,6058,8.90E-01,7.33E-01,6.89E-01
1.13E+00,6215,8.99E-01,7.18E-01,6.90E-01
1.14E+00,6270,9.08E-01,7.43E-01,7.12E-01
1.16E+00,6175,9.19E-01,7.25E-01,7.05E-01
1.17E+00,6140,9.55E-01,7.17E-01,7.15E-01
1.18E+00,6033,9.72E-01,7.81E-01,7.29E-01
1.19E+00,6155,9.60E-01,7.46E-01,7.52E-01
1.21E+00,6408,9.94E-01,7.49E-01,7.47E-01
1.22E+00,6422,9.88E-01,7.47E-01,7.35E-01
1.23E+00,6427,9.97E-01,7.59E-01,7.70E-01
1.24E+00,6318,1.02E+00,7.60E-01,7.88E-01
1.25E+00,6158,1.04E+00,7.60E-01,7.90E-01
1.27E+00,6102,1.07E+00,7.83E-01,8.05E-01
1.28E+00,6457,1.07E+00,7.60E-01,8.20E-01
1.29E+00,6466,1.07E+00,7.81E-01,8.15E-01
1.30E+00,6381,1.09E+00,7.65E-01,8.44E-01
1.32E+00,6631,1.12E+00,8.01E-01,8.45E-01
1.33E+00,6552,1.15E+00,8.19E-01,8.59E-01
1.34E+00,6708,1.13E+00,8.07E-01,8.74E-01
1.35E+00,6748,1.15E+00,8.06E-01,8.75E-01
1.36E+00,6526,1.17E+00,8.28E-01,8.70E-01
1.38E+00,6624,1.17E+00,8.18E-01,8.88E-01
1.39E+00,6951,1.16E+00,7.99E-01,8.98E-01
1.40E+00,7019,1.18E+00,8.15E-01,9.09E-01
1.41E+00,7107,1.20E+00,8.17E-01,9.22E-01
1.43E+00,6976,1.23E+00,8.27E-01,9.35E-01
1.44E+00,7102,1.25E+00,8.36E-01,9.26E-01
1.45E+00,7044,1.28E+00,8.52E-01,9.38E-01
1.46E+00,6795,1.26E+00,8.50E-01,9.58E-01
1.48E+00,6968,1.28E+00,8.83E-01,9.56E-01
1.49E+00,6980,1.32E+00,8.88E-01,1.00E+00
1.50E+00,7100,1.33E+00,8.55E-01,1.00E+00
1.51E+00,7175,1.31E+00,8.78E-01,9.60E-01
1.52E+00,7071,1.32E+00,8.84E-01,9.82E-01
1.54E+00,7193,1.32E+00,8.84E-01,1.02E+00
1.55E+00,7081,1.36E+00,9.19E-01,1.02E+00
1.56E+00,7260,1.35E+00,9.18E-01,1.02E+00
1.57E+00,7065,1.42E+00,9.25E-01,1.05E+00
1.59E+00,7261,1.43E+00,9.48E-01,1.04E+00
1.60E+00,7471,1.41E+00,9.36E-01,1.02E+00
1.61E+00,7160,1.45E+00,9.44E-01,1.05E+00
1.62E+00,7178,1.47E+00,9.44E-01,1.07E+00
1.63E+00,7682,1.48E+00,9.40E-01,1.09E+00
1.65E+00,7695,1.48E+00,9.31E-01,1.12E+00
1.66E+00,7713,1.48E+00,9.45E-01,1.13E+00
1.67E+00,7777,1.54E+00,9.52E-01,1.13E+00
1.68E+00,7627,1.56E+00,9.63E-01,1.17E+00
1.70E+00,7694,1.58E+00,9.71E-01,1.16E+00
1.71E+00,7929,1.56E+00,9.60E-01,1.17E+00
1.72E+00,7782,1.62E+00,9.46E-01,1.18E+00
1.73E+00,7660,1.66E+00,9.62E-01,1.18E+00
1.74E+00,7615,1.67E+00,9.73E-01,1.18E+00
1.76E+00,7695,1.70E+00,9.46E-01,1.20E+00
1.77E+00,7641,1.70E+00,9.58E-01,1.21E+00
1.78E+00,7622,1.73E+00,9.56E-01,1.19E+00
1.79E+00,7702,1.76E+00,9.37E-01,1.23E+00
1.81E+00,7754,1.85E+00,9.44E-01,1.25E+00
1.82E+00,7844,1.88E+00,9.07E-01,1.26E+00
1.83E+00,8021,1.95E+00,8.95E-01,1.24E+00
1.84E+00,7728,2.01E+00,8.83E-01,1.26E+00
1.85E+00,7903,2.10E+00,8.67E-01,1.24E+00
1.87E+00,7836,2.18E+00,8.19E-01,1.25E+00
1.88E+00,7646,2.34E+00,7.90E-01,1.24E+00
1.89E+00,8020,2.39E+00,7.05E-01,1.21E+00
1.90E+00,7748,2.50E+00,6.49E-01,1.16E+00
1.92E+00,7979,2.58E+00,5.42E-01,1.13E+00
1.93E+00,7888,2.65E+00,4.65E-01,1.02E+00
1.94E+00,7801,2.60E+00,3.65E-01,9.54E-01
1.95E+00,8049,2.20E+00,2.60E-01,7.64E-01
1.96E+00,5155,1.49E+00,1.83E-01,5.78E-01
1.97E+00,105,4.08E+00,1.92E-01,6.05E-01

FLUXP.DAT,,,,
y/H,N,-<uv>_+,-<uw>_+,-<vw>_+
9.60E-03,378,-6.03E-02,2.00E-01,-8.34E-02
1.92E-02,3732,3.60E-02,2.18E-02,-1.97E-02
3.07E-02,4885,1.80E-01,2.73E-02,-2.29E-02
4.28E-02,4912,3.55E-01,5.42E-02,-3.63E-02
5.52E-02,5227,5.04E-01,-4.12E-03,-3.09E-02
